company,source_job_id,title,role_family,city,state,country,workplace_type,employment_type,description_text,qualifications_text,responsibilities_text,first_seen_at,source_posted_at,posting_url
BNY,77580,"Vice President, Infrastructure Services",Cloud and Infrastructure,New York,NY,United States,unknown,Full time,"Vice President, Client Infrastructure Technology Execution Lead At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. We’re seeking a future team member for the role of Vice President, Client Infrastructure Technology Execution Lead to join our team. This role is located in New York City. In this role, you’ll make an impact in the following ways:  Lead and deliver complex client technology infrastructure programs and projects, including new client onboardings, client driven change initiatives, and major client related initiatives Serve as the primary point of contact for internal and external stakeholders, providing timely, transparent updates and coordinating closely with implementation and delivery teams to ensure successful outcomes. Gather and analyze requirements from clients, business partners, and application teams, partnering with solution architects to develop comprehensive technical delivery plans. Drive continuous process improvements to reduce time to delivery, strengthen operational resiliency, and enhance overall execution quality.   To be successful in this role, we’re seeking the following:  Bachelor's or higher degree in computer science/ engineering or a related discipline, or equivalent work experience required Comfort operating in a client facing role, with the ability to translate complex technical concepts into clear, business focused communication. Proven experience as a technical program or project manager with strong knowledge of technology infrastructure, particularly network and extranet technologies. Demonstrated ability to proactively manage risks and issues, communicate status effectively to stakeholders, and develop and execute mitigation plans. A self-motivated leader capable of independently driving programs and influencing cross functional teams. Strong presentation skills, with experience producing executive level materials such as Steering Committee or governance updates.    At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn     Here’s a few of our recent awards:  America’s Most Innovative Companies, Fortune, 2025 World’s Most Admired Companies, Fortune 2025 “Most Just Companies”, Just Capital and CNBC, 2025 Our Benefits and Rewards: BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.    BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-07-20 21:46:37.676436,2026-06-23 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77580
BNY,77764,"Senior Vice President, Full Stack Engineer",Software Engineering,Pittsburgh,PA,United States,unknown,Full time,"We’re seeking a future team member for the role of Senior Vice President, Full-Stack Engineer to join our Identity and Access Management team. This role is located Pittsburgh, PA, Lake Mary, FL. 
 In this role, you’ll make an impact in the following ways:  
 
  Integration of vendor authentication systems to BNY Environment. 
  Development of User Interfaces and services to achieve this integration. 
  Create plans to develop/test/deploy the services. Guide other teams to execute those plans. 
  Work on vulnerability management. Understand, plan and address vulnerabilities. Work with other teams about successful remediation / closure, including technical and non-technical work. 
  Support of the delivered components. Helping various teams across the bank to implement security, where needed. 
 
 To be successful in this role, we’re seeking the following:  
 
  Bachelor’s degree in Computer Science or Related fields. 
  At least 8-10 years experience in Design, Integration, Development and Support of High Load High Availability services, using Agile methodology. 
  
   In-depth experience with various programing languages and frameworks, included and not limited to: 
   Java / Spring Framework, Python, Rest API, HTML5 / Angular, CSS, JavaScript, SQL  
  Knowledge in security technologies, such as: Design, Integration, Development and Support of High Load High Availability services, using Agile methodology. 
  Experience in DevOps, such as: Continuous Integration / Continuous Delivery, GitLab. 
  Experience in Database technologies, such as: Oracle, Mongo DB 
  Experience in Cloud Technologies, such as: Kubernetes. 
  Ability to work with various teams across the entire organization. Communicate effectively, to lead them to integrate with provided services to meet the timelines and security requirements.",,,2026-07-20 21:46:38.840421,2026-06-23 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77764
BNY,77792,"Specialist, Infrastructure Operations Analyst II (Production Control/Batch Scheduling)",Operations,Pittsburgh,PA,United States,unknown,Full time,"We’re seeking a future team member for the role Specialist, Infrastructure Operations Analyst II to join our TECHNOLOGY SERVICES GROUP (TSG) team. This role is located in Pittsburgh, PA or Lake Mary, FL In this role, you’ll make an impact in the following ways: Collaborate with cross-functional teams, including Application Developers and various support teams, to deliver scalable and reliable batch processing solutions Maintain batch applications and workflow utilizing approved scheduling software tooling  Build automation-driven workflows to improve operational efficiency, streamline data processing, and enhance system performance Ensure seamless integration between batch systems, databases, APIs, and external applications to support end-to-end processing Optimize database queries and data models to enable efficient batch execution in distributed environments Implement robust error handling, restart/recovery mechanisms, and logging to ensure resilience and operational stability Monitor batch job performance, scheduling, and dependency management to meet processing deadlines and service expectations Provide production support for batch processes, including troubleshooting, incident resolution, and continuous improvement initiatives   To be successful in this role, we’re seeking the following: Strong experience in abend recovery, batch restart procedures, and production support, with the ability to resolve job failures quickly and minimize business impact Proficiency in request processing and batch operations, ensuring accurate handling of scheduled workloads and timely completion of critical processing cycles Hands-on experience with batch scheduling tools and job dependency management, with a solid understanding of workflow orchestration in enterprise environments Ability to manage incident escalation effectively, coordinating with application, infrastructure, and support teams to drive timely resolution of production issues Knowledge of incident and problem management processes, including root cause analysis, issue tracking, and implementation of preventive actions Experience in metric reporting and operational monitoring, with the ability to analyze batch performance, identify trends, and support service level objectives Familiarity with code deployment and release support activities, ensuring smooth implementation of batch changes across development, test, and production environments Strong understanding of production control, operational stability, and batch lifecycle management in high-volume processing environments Working knowledge of enterprise support tools, job monitoring dashboards, and service management platforms is preferred Knowledge of batch scheduling software such as Control-M, z/OS, TSO/ISPF, and JCL  Familiarity with GitLab, ServiceNow, and Microsoft Office tools is a plus  Solid grasp of process improvement, documentation, and collaboration across support and development teams",,,2026-07-20 21:46:39.813400,2026-06-23 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77792
BNY,77846,"Senior Vice President, Network Security Support Lead",Risk and Compliance,Lake Mary,FL,United States,unknown,Full time,"We’re seeking a future team member for the role Senior Vice President, Network Security Support Lead to join our TECHNOLOGY SERVICES GROUP (TSG)   team. This role is located in Lake Mary. In this role, you’ll make an impact in the following ways:  Support and manage the bank network infrastructure components, including Campus and Transport, Wireless LAN, Data Center, Cloud Network, Extranet/Internet, Remote Access, Firewall, and NAC security. Address faults and failures as they arise, leading root cause analysis and implementing effective solutions. Lead advanced troubleshooting and root cause analysis for network incidents, ensuring rapid resolution and minimal service disruption. Guide the team in quickly diagnosing, resolving, and documenting complex connectivity problems. Lead the team by ensuring efficient incident routing, balanced workload distribution, and consistent operational performance. Provide end-to-end infrastructure support and compliance assurance across enterprise environments, aligned with ITIL practices and regulatory standards. Partner with platform, security, risk, and audit teams to operate, and continuously improve controls that protect applications, remediate vulnerabilities, and maintain audit evidence. Perform network implementation, configure and manage enterprise network infrastructure, including routers, switches, and firewalls, to ensure performance, stability, and security. Lead vulnerability management activities: discovery, triage, prioritization, remediation, validation within SLAs, and management of exceptions and compensating controls. Maintain resiliency and business continuity plans to strengthen network availability and minimize potential downtime. Utilize network monitoring and analytics platforms (e.g., SolarWinds, Splunk, Forward Networks) to proactively monitor network health and prevent issues. Apply proactive analytics and risk assessment to planned changes to minimize operational impact. Conduct peer reviews and maintain standards, configurations, runbooks, and documentation for network implementations. Research, evaluate, and recommend network solutions aligned with corporate standards and evolving business requirements. Provide leadership and subject matter expertise to customers, partners, and stakeholders in support of network objectives.   To be successful in this role, we’re seeking the following:  Strong experience in enterprise network routing and switching across multiple platforms. Extensive hands-on expertise with Campus and Transport, Data Center, Cloud Network, Extranet/Internet related routing and switching technologies in large scale environments. Proven experience designing, implementing, and operating campus and Data Center network infrastructures globally. Strong foundation in ITIL processes, application management, formal change management, network governance controls and risk analysis. Demonstrated ability to lead discussions and manage technical stakeholders with an ownership mindset. Experience with observability and logging, including SIEM/log analytics, performance monitoring, configuration baselines, and drift detection. Working knowledge of network automation concepts, including scripting (e.g., Python) and configuration management tools (e.g., Ansible) to standardize and enforce controls. Strong background in wireless network design and implementation, including Aruba or similar WLC and access point solutions. Experience working with service providers and carriers, including troubleshooting and escalation to resolve network connectivity and performance issues. Proficiency with network monitoring and management tools such as SolarWinds to proactively monitor, diagnose, and maintain network health. Exceptional problem solving and troubleshooting skills, with the ability to identify and resolve complex network issues. Strong leadership and collaboration skills, with the ability to work effectively across infrastructure, security, and application teams. Bachelors Degree in Computer Science or 7-10 years relevant experience. Cisco Certified Internetwork Expert (CCIE) certification preferred, or equivalent demonstrated experience.",,,2026-07-20 21:46:41.614896,2026-06-23 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77846
BNY,77876,"Director, Client Executive",Risk and Compliance,New York,NY,United States,unknown,Full time,"We’re seeking a future team member for the role of Director, Client Executive to join our Alternatives Global Client Coverage teams within Asset Servicing.  This role can be located in Boston or New York.   In this role, you’ll make an impact in the following ways:  Manage a book of clients driving the development of new business & maintaining existing revenue streams whilst supporting premium tier 1 relationships working collaboratively with other members of the Relationship Team Broaden existing relationships and ensure the highest level of customer acumen Demonstrate proactive problem resolution by promoting the Company’s core values with integrity and professionalism Support the preparation of client presentations, business acceptance, internal / external meetings, product collaboration, and sale execution Convey a deep understanding of industry themes within the Alternatives industry and take responsibility for achievement of organic, incremental growth (revenue, asset) goals within assigned client portfolios Research, support, organize, present and drive the implementation of client account plan Pro-actively seek “stretch project” opportunities and initiatives leveraging the global scale of the Company Work collaboratively with our Pricing Team to obtain FTE, Profitability Analysis of Add-on Business   To be successful in this role, we’re seeking the following:    Bachelor’s degree or the equivalent combination of education and experience is required 10 plus years of overall experience is required. Knowledge of Custody, Capital Markets, Hedge and Private Market Investments would be beneficial facilitating the lifecycle management Alternative clients Working understanding of various utilities such as KYC, Pricing & Billing  Proven ability to navigate and develop internal networks Bachelor’s degree or the equivalent combination of education and experience is preferable Sufficient years of total work experience preferred Experience in Relationship Management, Client Services or Account Management Applicable local/regional licenses or certifications as required by the business.",,,2026-07-20 21:46:42.583782,2026-08-20 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77876
BNY,78122,"Senior Specialist, Recruiting Coordination Team Lead",Human Resources,Pittsburgh,PA,United States,unknown,Full time,"We’re seeking a future team member for the role of Senior Specialist, Talent Acquisition to join our People team. This role is located in Pittsburgh.   In this role, you’ll make an impact in the following ways:    Lead a US based team of recruiting coordinators that are responsible for scheduling interviews, creating offers and managing the new hire process. Support end-to-end recruitment administration, including interview logistics, candidate communications, requisition tracking, and maintenance of accurate data in recruiting systems. Review existing processes with an eye on continuous improvement Troubleshoot issues and partner closely with recruiters, hiring managers, executive assistants, agencies, and other People Team colleagues to help deliver an efficient and well-organized hiring process. Assist with onboarding activities for new hires, including pre-hire coordination, documentation tracking, orientation preparation, and ensuring a positive transition into the firm. Handle sensitive candidate and employee information with discretion, professionalism, and strong attention to detail, particularly in support of executive hiring activity.    To be successful in this role, we’re seeking the following:  Bachelor’s Degree or equivalent experience 5+ years’ experience in recruiting coordination, HR operations, talent acquisition support, or a related People Team/administrative function Strong time management abilities, extremely organized and detail-oriented with a high level of accuracy Excellent communication skills, professionalism, and discretion, with experience supporting senior stakeholders or handling confidential information preferred.",,,2026-07-20 21:46:43.596367,2026-06-23 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/78122
BNY,73178,"Vice President, Client Processing Manager",Operations,Pittsburgh,PA,United States,unknown,Full time,"Vice President, Client Processing Manager At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. We’re seeking a future team member for the role of Vice President, Client Processing Manager to join our Transaction Processing team. This role is located in Pittsburgh, PA. In this role, you’ll make an impact in the following ways: Lead and manage a team responsible for client processing operations, ensuring adherence to service standards and regulatory requirements by demonstrating strong leadership and organizational skills. Develop and implement process improvements to enhance operational efficiency, leveraging data-driven insights and innovative solutions. Collaborate with cross-functional teams to resolve complex client issues, utilizing expertise in transaction processing to provide effective solutions. Monitor and assess the performance of transaction processing activities, ensuring alignment with strategic objectives and client expectations. To be successful in this role, we’re seeking the following: Bachelor’s degree in business, Finance, or related field required. Advanced degree or professional certifications in finance or business administration preferred. 5-8 years of experience in transaction processing or related field within financial services. Strong leadership and team management abilities. Excellent problem-solving and analytical skills. Effective communication and collaboration skills across diverse teams. At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn Here’s a few of our recent awards: America’s Most Innovative Companies, Fortune, 2025 World’s Most Admired Companies, Fortune 2025 “Most Just Companies”, Just Capital and CNBC, 2025 Our Benefits and Rewards: BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter. BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-07-20 21:46:44.586013,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/73178
BNY,73854,"Specialist, Client Coverage II",Sales and Relationship Management,New York,NY,United States,unknown,Full time,"At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. 
 Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. 
 We’re seeking a future team member for the role of Specialist, Client Coverage II to join our Depositary Receipts team. This role is located in New York. 
 In this role, you’ll make an impact in the following ways:  
 
  Partner with senior Sales and Relationship Management team members based in NY to execute sales campaigns, onboard new mandates, and deliver client initiatives end‑to‑end 
  Support the growth of BNY’s Depositary Receipts business as a day‑to‑day point of contact for issuer clients and intermediary partners. 
  Assist in managing assigned client and prospects, including preparing meeting materials, call notes, and follow ups 
  Track pipeline activity and support conversion efforts (e.g. RFP responses) 
  Prepare high quality presentations, proposals, and commercial analyses to support sales conversations 
  Help the team maintain accurate client records, meeting notes, and action trackers; ensure CRM/data hygiene and reporting consistency. Develop and ensure accuracy of reporting. 
  Support execution of marketing campaigns, webinars, events, and thought leadership distribution 
  Ensure high service standards and timely responses for client-facing sales and relationship management activities 
  Harness and share bast practices across the team, including utilization of AI to enhance the client experience and prospect engagement. 
     
 
 To be successful in this role, we’re seeking the following:  
 
  Bachelor’s degree in finance, business, economics, or related field; advanced coursework or certifications a plus 
  2–3 years of experience in financial services, capital markets, securities services, or issuer‑focused roles 
  Familiarity with public and private markets, corporate actions, and investor relations dynamics; Depositary Receipts knowledge preferred 
  Demonstrated client‑facing experience with strong service orientation and follow‑through 
  Experience conducting market, client, or competitor research, synthesizing complex information into clear insights to support client coverage, strategy, or commercial decision-making.  
 
 
  At BNY, our culture speaks for itself, check out the latest BNY news at: 
 BNY Newsroom 
 BNY LinkedIn  
   
  Here’s a few of our recent awards:  
 
  America’s Most Innovative Companies, Fortune, 2025 
  World’s Most Admired Companies, Fortune 2025 
  “Most Just Companies”, Just Capital and CNBC, 2025 
 
 
  Our Benefits and Rewards: 
 BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.  
   
 BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans. 
  BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $52,000 and $86,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.  
  This position is at-will and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.",,,2026-07-20 21:46:45.706486,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/73854
BNY,74604,"Specialist, Client Processing II",Operations,Pittsburgh,PA,United States,unknown,Full time,"Specialist, Client Processing II 
 At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. 
 Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. 
 We’re seeking a future team member for the role of  Specialist, Client Processing II  to join our Wealth Management team. This role is located in Pittsburgh, PA. The role will be part of the Private Asset Fund Support team supporting the operational responsibilities of private asset products offered by BNY Wealth. 
 In this role, you’ll make an impact in the following ways:  
 
  Work at the heart of private asset operations, including but not limited to supporting capital activity, valuations, NAV processes, management of investor documents. 
  Perform routine and non-routine client service and transactional support functions to ensure efficient processing and resolution of issues. 
  Collaborate with other organization units, private asset administrators, and our client facing team to resolve issues and meet client needs efficiently.  
  Provide direction and oversight to lower-level service roles to support successful delivery of client service. 
  Process account-related transactions according to scheduled events and client-authenticated instructions. 
  Participate in product development, enhancement, and system testing to maintain accuracy and efficiency in processing high-value transactions. 
  Apply in-depth knowledge of systems and industry standards to solve problems and deliver solutions to internal and external clients. 
  Manage complex situations requiring adaptation or extensive research to meet client needs. 
  May allocate and review work of support team members, including supervisory review, training, and approval responsibilities. 
  Contribute to the achievement of team objectives and continuous improvement initiatives. 
 
 To be successful in this role, we’re seeking the following: 
 
  Bachelor’s degree or equivalent combination of education and experience. 
  3-5 years of relevant work experience, preferably in brokerage processing. 
  Strong problem-solving skills with the ability to integrate technical knowledge and industry best practices. 
  Experience providing client service and transactional support in a financial services environment. 
  Meticulous attention to detail 
  People leadership experience, including training and supervising team members, is a plus. 
 
 
  At BNY, our culture speaks for itself, check out the latest BNY news at: 
 BNY Newsroom 
 BNY LinkedIn  
  Here’s a few of our recent awards:  
 
  America’s Most Innovative Companies, Fortune, 2025 
  World’s Most Admired Companies, Fortune 2025 
  “Most Just Companies”, Just Capital and CNBC, 2025 
 
 Our Benefits and Rewards: 
 BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.  
 BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-07-20 21:46:46.630907,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/74604
BNY,76281,"Senior Vice President, Client Processing Manager",Operations,Pittsburgh,PA,United States,unknown,Full time,"We’re seeking a future team member for the role of  Senior Vice President, Client Processing Manager  to join our  Conventional Trust  team. This role is located in  Pittsburgh, PA .   In this role, you’ll make an impact in the following ways: Manages Client Processing activities through other managers or a large team of senior professionals. Oversees all aspects of client account support, including solicitation, inquiries, transactional processing, and problem resolution. Acts as a top-level escalation point for external clients when issues remain unresolved at lower support levels. Ensures work volume meets established product and service standards, exceeds quality expectations, and is appropriately reviewed and documented. Identifies and implements process improvements to enhance efficiency and improve the experience for clients and stakeholders. Recruits, leads, motivates, and develops staff to maximize individual contribution, support professional growth, and foster strong team collaboration. Provides input into departmental budgets and planning activities. May develop business plans for team or group operations. Manages one or more Client Processing teams. Contributes to the achievement of broader team objectives.   To be successful in this role, we’re seeking the following: Bachelor’s degree or the equivalent combination of education and experience required. Advanced or graduate degree preferred. 7–10 years of total work experience preferred. 1–3 years of management experience preferred. Experience in brokerage processing preferred. Applicable local or regional licenses and certifications required, as applicable to the business.",,,2026-07-20 21:46:47.576492,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/76281
BNY,76500,Endpoint Security Engineer,Cybersecurity,Pittsburgh,PA,United States,unknown,Full time,"Endpoint Security Engineer  
 At BNY, our culture allows us to run our company better and enables employees' growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world's investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. 
 Recognized as a top destination for innovators and champions of inclusion, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. 
 We're seeking a future team member for the role of Endpoint Security Engineer to join our Cyber team. This role is in Pittsburgh and requires presence in the office 4 days per week. 
 Role Overview 
 The Endpoint SecurityEngineer is responsible for  the engineering, configuration, and operational support of endpoint security capabilities across user endpoints and server assets, including physical and virtual environments. 
 This role provides  hands-on technical depth across the endpoint security ecosystem, supports policy and architectural direction, identifies gaps and emerging risks, and contributes to the long-term roadmap for tooling and capabilities across the enterprise. 
 Key Responsibilities 
 Enterprise Endpoint Security Visibility & Coordination 
 
  Maintain a comprehensive, current-state understanding of endpoint security posture across workstations, laptops, and server assets in on premises and virtualized environments. 
  Partner with technology, cybersecurity, risk, and platform teams responsible for endpoint and server security capabilities. 
  Provide integrated views and insights into coverage, maturity, and alignment across the endpoint security portfolio. 
 
 Policy, Standards, & Architecture Leadership 
 
  Contribute to the development and evolution of enterprise endpoint security standards and reference architectures spanning both user endpoints and server environments. 
  Partner with enterprise architecture and control teams to define target-state capabilities and consistent security expectations across heterogeneous endpoint platforms. 
  Ensure architectural direction reflects evolving threats, regulatory expectations, and enterprise technology strategy. 
  Design, implement, and maintain endpoint security configurations, policies, and detection rules across enterprise tooling platforms.  (added) 
 
 Gap Identification, Risk Transparency & Escalation 
 
  Identify material gaps, misalignments, or risk concentrations across endpoint and server security capabilities. 
  Coordinate stakeholders to assess issues, align on remediation approaches, and elevate risks appropriately through governance channels. 
  Support leadership and risk forums with clear articulation of endpoint security posture and priority concerns. 
 
 Strategic Roadmap & Capability Planning 
 
   Contribute to the endpoint security strategic roadmap, encompassing capability evolution, technology lifecycle planning, and portfolio rationalization. 
   Evaluate and recommend tool selection, capability introduction, and de-duplication across endpoint and server security platforms. 
  Support investment planning and sequencing to ensure endpoint security capabilities advance cohesively and at enterprise scale. 
  Perform hands-on engineering work including tool deployment, integration, tuning, and troubleshooting across endpoint and server security platforms.  (added) 
 
 Qualifications 
 
  8-12 years of experience in cybersecurity or infrastructure with demonstrated depth and breadth in endpoint security concepts and enterprise tooling ecosystems. 
  Bachelor's degree required, Master's degree preferred 
  Ability to  collaborate effectively and drive alignment across diverse technical and organizational stakeholders. 
  Strong understanding of security architecture, control frameworks, and  endpoint engineering best practices. 
  Hands-on experience with endpoint security platforms such as CrowdStrike, Microsoft Defender, or equivalent EDR/EPP solutions.  (added) 
  Excellent communication and synthesis skills, capable of producing clear technical documentation and executive-ready insights. 
 
 At BNY, our culture speaks for itself, check out the latest BNY news at:  
 BNY Newsroom 
 BNY LinkedIn  
 Here's a few of our recent awards: 
 
  America's Most Innovative Companies, Fortune, 2025 
  World's Most Admired Companies, Fortune 2025 
  ""Most Just Companies"", Just Capital and CNBC, 2025 
 
 Our Benefits and Rewards:  
 BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life's journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter. 
 BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-07-20 21:46:48.854134,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/76500
BNY,76681,"Specialist, Client Processing Representative",Operations,Lake Mary,FL,United States,unknown,Full time,"In this role, you’ll make an impact in the following ways: Perform daily mortgage-backed securities issuance and delivery activities. Meet all service level agreements for daily processing and issuance. Review daily reports and address any exceptions and resolve anomalies. Prepare and provide daily, weekly, monthly, quarterly, semi-annual, and annua metrics to key stakeholders. Provide customer service and support Ensure all assigned tasks and project deliverables are completed successfully and on time. Participate in resolving moderately complex day-to-day issues and engage internal partners as needed. Provide quality support for routine client transactions and processes. Respond independently to client inquiries by phone, email, and other channels regarding supported services, products, procedures, and basic technical matters. Develop a strong understanding of clients’ business. Engage in a culture of continuous service improvement, including digital adoption and artificial intelligence. Support the Operations Manager with special tasks and projects.   To be successful in this role, we’re seeking the following: Bachelor's degree in Finance, Business Administration, or a related field preferred. 0-5 years of experience. Experience in customer service and financial services is preferred. Strong analytical, written, and verbal communication skills. Ability to take a lead role in processing and issuing securities accurately and on time. The ideal candidate is organized, professional, service-oriented, and brings a proactive, driven mindset. Demonstrated operational risk and control mindset, with the ability to follow procedures, document evidence, and meet tight deadlines and cutoffs. Ability to build effective relationships with clients, market partners, and internal stakeholders in a fast-paced environment.",,,2026-07-20 21:46:49.637569,2026-06-22 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/76681
